ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpt-cop-nul-nve-nve
ko04966	ko04966: Collecting duct acid secretion	2.46461e-05	3.04485e-05	1.27538e-05	1.6895e-05	1.04102e-05	1.1427e-05	1.17677e-05	1.9555e-05	1.59704e-05	9.54877e-06	2.00262e-05	1.54403e-05	1.4962e-05	8.52688e-06	1.53869e-05	1.51494e-05	3.30576e-05	1.93927e-05	1.88363e-05	1.56196e-05	6.54221e-06	3.72236e-05	1.48029e-05	1.96713e-05	2.66138e-05	2.70555e-05	4.24496e-05	1.7079e-05	3.19299e-05	2.83836e-05	2.56262e-05	3.19673e-05	4.34403e-05	1.49375e-05	1.21235e-05	2.85047e-05	1.83242e-05	9.74266e-06	2.2719e-05	2.19699e-05
ko05322	ko05322: Systemic lupus erythematosus	5.88926e-05	4.94172e-05	5.32563e-05	5.85185e-05	5.48328e-05	5.1199e-05	5.79255e-05	5.96044e-05	4.01642e-05	5.90883e-05	3.93682e-05	4.8687e-05	6.42395e-05	4.43285e-05	4.78881e-05	8.64935e-05	5.23951e-05	5.81452e-05	6.87555e-05	4.65172e-05	5.19704e-05	6.15425e-05	5.0447e-05	5.28254e-05	5.56342e-05	4.58031e-05	5.26214e-05	5.12798e-05	6.17321e-05	4.65976e-05	5.8137e-05	5.80668e-05	4.51527e-05	4.98606e-05	6.06723e-05	5.3495e-05	5.71925e-05	4.6659e-05	5.91546e-05	7.26576e-05
ko04964	ko04964: Proximal tubule bicarbonate reclamation	0.000151973	0.000107738	0.000183372	0.000127171	6.1524e-05	0.000123504	0.00014672	0.000144272	0.00011807	0.000119748	0.00018439	8.47903e-05	0.000136026	9.36388e-05	0.000125306	0.000160926	0.000130948	0.000123188	0.00011275	0.000114281	0.00017404	0.000149531	0.000124826	0.000144162	0.000211213	6.62255e-05	0.000156835	0.000226905	0.000181658	0.000126294	0.000115771	0.000157719	9.00196e-05	0.000129976	8.84936e-05	0.000183356	9.84194e-05	8.34188e-05	0.00014457	0.000109137
ko05320	ko05320: Autoimmune thyroid disease	3.76483e-06	5.62343e-06	2.34695e-06	3.10119e-06	2.81957e-06	6.1e-06	3.36431e-06	3.24607e-06	2.75968e-06	5.06846e-06	5.59736e-06	3.60449e-06	5.01603e-06	3.53714e-06	1.63129e-06	2.43424e-06	3.91519e-06	4.05751e-06	4.26361e-06	3.8116e-06	3.59774e-06	2.87199e-06	2.86713e-06	3.17152e-06	3.56982e-06	2.65569e-06	2.75245e-06	3.27727e-06	3.90314e-06	3.58634e-06	5.17087e-06	2.76359e-06	2.92469e-06	3.07855e-06	4.99261e-06	1.64706e-06	4.67293e-06	2.08676e-06	3.21497e-06	3.0615e-06
ko04962	ko04962: Vasopressin-regulated water reabsorption	0.000258092	0.000268371	0.000272798	0.000219366	0.000190728	0.000331547	0.000292239	0.000290965	0.000237722	0.000219902	0.000262317	0.00020589	0.000282774	0.000168593	0.000149021	0.000191753	0.00020509	0.000259867	0.000335915	0.000234111	0.000237011	0.000256481	0.000230082	0.000213687	0.000248717	0.00029028	0.000284075	0.000301426	0.000307941	0.000299867	0.000216788	0.000278935	0.000200132	0.000198818	0.000289519	0.000233733	0.0002197	0.000223349	0.000225022	0.000176728
ko04960	ko04960: Aldosterone-regulated sodium reabsorption	2.33842e-05	3.67291e-05	1.44368e-05	1.17184e-05	1.49187e-05	1.3336e-05	3.39116e-05	1.66397e-05	2.44096e-05	2.79599e-05	9.21914e-06	1.80781e-05	7.015e-06	2.04631e-05	2.94323e-05	3.95859e-05	1.44569e-05	1.45448e-05	9.60159e-06	1.05228e-05	4.35244e-06	2.86291e-05	2.31639e-05	2.92344e-05	1.7917e-05	1.06013e-05	1.8275e-05	1.2433e-05	1.90754e-05	1.28174e-05	1.05349e-05	5.42537e-06	6.07294e-06	2.21514e-05	3.50757e-06	7.39733e-06	2.45023e-05	8.26187e-06	1.38286e-05	2.09162e-05
ko04660	ko04660: T cell receptor signaling pathway	1.26548e-05	9.21167e-06	5.7954e-06	1.27135e-05	1.10783e-05	1.33206e-05	1.17948e-05	8.06151e-06	4.89236e-06	9.35245e-06	1.61662e-05	1.4265e-05	9.51157e-06	4.15785e-06	6.62454e-06	7.30278e-06	9.38335e-06	7.25309e-06	1.10355e-05	7.8985e-06	1.19831e-05	1.43687e-05	1.79868e-05	7.34368e-06	1.16781e-05	1.01467e-05	1.43209e-05	1.50884e-05	9.38409e-06	1.00791e-05	1.38439e-05	1.69416e-05	5.67919e-06	1.09232e-05	2.57489e-05	1.13479e-05	1.06851e-05	1.40404e-05	9.34517e-06	1.04416e-05
ko00625	ko00625: Chloroalkane and chloroalkene degradation	0.00500217	0.0055649	0.00538664	0.00617781	0.00354135	0.00543388	0.0052448	0.00522131	0.00505222	0.00558811	0.0057918	0.00532143	0.00582041	0.00731405	0.00743114	0.0059324	0.00621374	0.00554433	0.00523424	0.00645617	0.00417035	0.00545325	0.00517988	0.0051545	0.00521741	0.00504637	0.00486926	0.00503884	0.00538825	0.00581446	0.00407081	0.0036664	0.00434847	0.00602417	0.00493983	0.00450591	0.00578377	0.0040493	0.00551824	0.00631762
ko00624	ko00624: Polycyclic aromatic hydrocarbon degradation	0.00354245	0.00332064	0.00328751	0.00322025	0.00306623	0.00354159	0.0034947	0.0029669	0.00284271	0.00330924	0.0030677	0.00328356	0.00318571	0.00257455	0.00271023	0.00358771	0.00364062	0.00290876	0.00348754	0.00252533	0.00317013	0.00325809	0.00297181	0.00338576	0.0031271	0.00310146	0.00293698	0.00336605	0.00325647	0.00324573	0.00312096	0.00318835	0.0029752	0.00345207	0.00288704	0.00321825	0.00335786	0.0031302	0.00338721	0.00373071
ko00627	ko00627: Aminobenzoate degradation	0.00221043	0.00232142	0.00260611	0.00244315	0.00236433	0.00234348	0.00240208	0.00261752	0.00266791	0.00228639	0.00259397	0.00239474	0.00263898	0.00301965	0.00280413	0.0024536	0.0023075	0.00264761	0.00250141	0.00281719	0.00215675	0.00236642	0.002413	0.00234102	0.00240548	0.00232545	0.00239457	0.00234856	0.00253912	0.00248277	0.002027	0.002222	0.00203772	0.00228401	0.0023171	0.00229371	0.00234242	0.00211356	0.00232093	0.0022353
ko00626	ko00626: Naphthalene degradation	0.0047915	0.00498576	0.00489101	0.00554967	0.00369432	0.00503991	0.00495249	0.00479261	0.00477392	0.00508939	0.00555204	0.00485772	0.00552265	0.00659275	0.00651695	0.00556544	0.00544957	0.00557115	0.00494356	0.00555858	0.00431548	0.00511271	0.00487096	0.00501422	0.00488614	0.00482877	0.00461944	0.00481406	0.00513645	0.00551788	0.00421256	0.00411206	0.00428244	0.00528899	0.00490104	0.00438681	0.00521201	0.00413951	0.00528558	0.00549277
ko00621	ko00621: Dioxin degradation	1.08073e-05	2.49779e-05	1.08334e-05	0.00529957	2.30661e-05	5.46391e-05	2.74681e-05	2.13245e-05	2.9418e-05	6.43624e-06	1.05308e-05	2.09433e-05	3.50948e-05	0.00588706	0.00544572	0.00403343	0.00476468	1.15836e-05	8.55044e-06	0.00488876	2.00622e-05	9.106e-06	1.09647e-05	7.38312e-06	1.68023e-05	0.00348177	1.97059e-05	1.93212e-05	1.71165e-05	7.31383e-06	1.94353e-05	2.82278e-05	1.80982e-05	8.36537e-06	2.58995e-05	0.00345806	3.06636e-05	1.38412e-05	9.48512e-06	0.00471424
ko00620	ko00620: Pyruvate metabolism	0.0123986	0.0124099	0.0123105	0.0121692	0.0108079	0.0122497	0.0127068	0.0122969	0.0122598	0.01221	0.0123137	0.0118041	0.0122281	0.0117272	0.0115963	0.0117827	0.0126074	0.0121852	0.0121336	0.0121468	0.0109522	0.01245	0.0118542	0.011974	0.0116926	0.0112456	0.0115517	0.0119837	0.0126234	0.0122536	0.0103356	0.0104651	0.0109074	0.0124523	0.0109156	0.011266	0.0120126	0.010862	0.0125042	0.0130638
ko00623	ko00623: Toluene degradation	0.00463142	0.00444039	0.00502408	0.00431433	0.00584551	0.00420102	0.00416277	0.00563989	0.00583528	0.00483257	0.00467988	0.00563384	0.00511246	0.00678099	0.00637606	0.00591353	0.00402866	0.00469348	0.00361003	0.0061189	0.00606921	0.00523301	0.00546471	0.00459252	0.0060853	0.005431	0.00553332	0.00543703	0.0049036	0.00540362	0.00602702	0.00707182	0.00592192	0.00456504	0.00624487	0.00593307	0.00521911	0.00566855	0.00449093	0.00362737
ko00622	ko00622: Xylene degradation	1.78553e-05	1.12609e-05	2.59987e-06	1.82968e-05	9.36243e-06	2.51432e-05	3.17437e-05	1.5545e-05	3.75337e-06	1.26752e-05	6.14139e-06	1.31623e-05	3.61828e-05	1.75462e-05	1.21146e-05	8.44531e-06	1.19966e-05	1.84528e-05	3.15565e-05	1.40742e-05	8.83241e-06	1.16724e-05	8.26795e-06	1.25198e-05	1.19019e-05	5.9112e-06	9.99087e-06	1.21123e-05	1.73869e-05	8.05579e-06	7.5999e-06	9.51734e-06	1.08969e-05	7.59376e-06	1.65137e-05	8.06704e-06	5.56865e-06	5.46956e-06	1.3209e-05	1.66265e-05
ko00270	ko00270: Cysteine and methionine metabolism	0.0138045	0.0131063	0.0125993	0.0130129	0.0136124	0.0129498	0.0136221	0.0118786	0.0127762	0.0130252	0.0123069	0.0127958	0.0124829	0.0114082	0.0117133	0.0127066	0.0137879	0.0121525	0.0128777	0.0123762	0.0131123	0.0131629	0.0123551	0.0136348	0.0126799	0.0141751	0.0132401	0.0132208	0.0129799	0.012706	0.0136616	0.0137485	0.0133965	0.0135279	0.0136629	0.0136046	0.0129989	0.0139503	0.0134691	0.0144239
ko04380	ko04380: Osteoclast differentiation	1.86404e-05	2.30635e-05	2.46085e-05	1.86044e-05	1.51803e-05	9.84308e-06	1.70063e-05	1.95584e-05	1.6532e-05	2.19582e-05	1.68427e-05	1.95817e-05	1.67086e-05	1.23683e-05	1.30708e-05	1.61208e-05	1.27473e-05	1.63803e-05	1.91261e-05	1.2274e-05	1.33615e-05	2.4461e-05	1.07804e-05	1.98072e-05	1.73615e-05	1.30868e-05	1.37499e-05	1.40197e-05	2.32761e-05	1.90184e-05	1.89979e-05	1.99049e-05	1.57215e-05	1.71064e-05	1.35827e-05	1.13556e-05	1.68933e-05	1.37624e-05	1.71467e-05	1.61934e-05
ko00940	ko00940: Phenylpropanoid biosynthesis	2.90021e-05	2.1019e-05	3.20179e-05	3.14064e-05	3.42973e-05	4.63581e-05	3.65701e-05	3.47396e-05	3.65501e-05	3.32686e-05	3.56256e-05	2.71722e-05	4.24034e-05	3.31719e-05	3.63437e-05	2.95245e-05	2.84675e-05	2.50041e-05	2.52952e-05	3.45986e-05	2.11324e-05	3.52815e-05	2.91738e-05	2.68947e-05	3.48331e-05	2.8252e-05	4.31498e-05	2.63424e-05	3.66276e-05	2.15148e-05	3.04537e-05	2.91165e-05	1.9004e-05	3.31647e-05	4.59698e-05	2.31814e-05	2.63257e-05	1.45439e-05	3.15331e-05	3.41607e-05
ko00941	ko00941: Flavonoid biosynthesis	0.000255339	0.000206221	0.00034158	0.000224675	0.000200931	0.000381064	0.000329343	0.000144481	0.000134571	0.000306578	0.000200761	0.000238953	0.000289438	0.000235523	0.000207212	0.000319197	0.000192265	0.000214538	0.000248463	0.00049852	0.000219479	0.000237155	0.000206686	0.000276047	0.000194522	0.000246103	0.000211509	0.000242209	0.000299946	0.000268914	0.000224622	0.000254636	0.000239832	0.000173164	0.000170456	0.000309913	0.000249921	0.00027697	0.000255826	0.00040473
ko01053	ko01053: Biosynthesis of siderophore group nonribosomal peptides	0.000538316	0.000557428	0.000751312	0.00129181	0.000700146	0.000637657	0.00052137	0.000399788	0.000423613	0.000549036	0.00053881	0.000512809	0.00054995	0.0044515	0.00257169	0.000820904	0.000743936	0.000586059	0.00071905	0.00227283	0.000575216	0.000587809	0.000512316	0.000682518	0.000439523	0.00062768	0.000558389	0.000489452	0.000655284	0.000587875	0.000514497	0.000634829	0.000491586	0.000675108	0.000907207	0.000781882	0.000513758	0.000484441	0.000576948	0.000915984
ko00943	ko00943: Isoflavonoid biosynthesis	1.35609e-05	2.00688e-05	7.85678e-06	9.95082e-06	5.81193e-06	1.39341e-05	2.3898e-05	3.2011e-05	6.87756e-06	5.83153e-06	6.90596e-06	3.571e-06	2.7462e-05	2.74013e-06	3.58711e-06	2.17947e-05	9.85775e-06	8.69762e-06	1.1282e-05	9.74196e-06	7.02957e-06	1.54216e-05	1.26117e-05	7.09095e-06	1.4275e-05	3.89664e-06	2.19252e-05	5.52761e-06	9.21121e-06	1.60489e-05	2.48874e-05	2.7817e-05	5.73888e-06	2.65937e-06	2.49191e-06	3.30861e-06	4.84169e-06	1.13431e-06	1.28915e-05	1.04124e-05
ko00944	ko00944: Flavone and flavonol biosynthesis	6.17639e-06	2.65337e-05	5.40819e-06	7.72358e-06	1.09381e-06	3.84497e-06	8.65846e-07	5.98862e-06	1.11837e-07	4.15607e-06	2.39247e-06	2.98811e-06	1.11127e-05	5.12231e-06	3.8053e-06	1.04784e-05	8.50008e-06	6.92116e-06	5.28297e-06	2.25004e-05	4.55681e-06	1.5615e-05	6.81209e-06	8.19474e-06	4.20209e-06	1.82254e-06	1.60561e-05	6.91046e-06	1.66718e-05	6.37879e-06	6.07378e-05	5.77699e-05	2.63138e-06	1.11676e-05	6.45526e-05	1.1461e-05	2.46018e-06	2.28035e-06	5.38968e-06	8.12684e-06
ko00945	ko00945: Stilbenoid, diarylheptanoid and gingerol biosynthesis	1.51743e-07	4.05634e-07	1.11551e-06	9.34899e-07	7.66527e-07	1.87166e-06	0	5.61335e-07	9.34797e-07	1.73037e-06	5.87189e-07	5.61108e-07	3.93681e-06	7.56807e-07	1.18899e-06	5.47045e-07	3.39093e-06	9.54307e-07	5.47794e-07	4.04011e-07	1.83139e-06	1.65296e-06	7.12191e-07	1.82657e-06	1.62206e-06	5.80774e-06	4.77851e-07	6.65822e-07	4.81612e-07	3.21504e-06	4.37377e-08	1.41708e-06	8.27463e-11	2.77565e-07	0	3.77817e-06	1.50618e-06	4.80817e-07	2.76179e-06	4.97705e-06
ko01056	ko01056: Biosynthesis of type II polyketide backbone	0.000128235	0.000272432	0.000119675	0.000230502	7.71882e-05	0.000118318	9.58132e-05	7.56167e-05	0.000270079	0.000229519	0.000209628	9.91468e-05	0.000166927	0.000302148	0.000205904	0.000196734	0.000178681	0.000131246	0.000258083	0.00023912	8.77388e-05	0.000157873	0.00018755	0.000196383	0.000144318	0.000125106	8.51097e-05	0.000136432	0.000243229	0.000152902	8.41398e-05	9.11152e-05	6.84028e-05	0.000122955	0.000520196	0.000150655	0.000143956	0.000125011	0.000108669	0.000149718
ko04672	ko04672: Intestinal immune network for IgA production	8.01475e-05	6.90608e-05	8.54091e-05	8.77573e-05	0.000178218	9.6087e-05	0.000113698	7.47577e-05	7.95457e-05	9.79886e-05	4.83222e-05	7.43047e-05	8.38816e-05	7.10764e-05	4.15657e-05	0.000110297	6.4293e-05	0.000110582	9.13191e-05	5.53613e-05	0.00010163	6.46188e-05	7.57012e-05	9.15034e-05	7.70806e-05	8.80086e-05	6.89193e-05	8.89722e-05	9.7335e-05	7.7529e-05	0.000101624	9.18711e-05	7.44245e-05	8.58945e-05	7.80126e-05	8.39817e-05	0.000114338	9.38285e-05	7.20246e-05	8.98152e-05
ko04670	ko04670: Leukocyte transendothelial migration	2.22177e-05	2.87405e-05	2.61907e-05	2.495e-05	1.74112e-05	1.55588e-05	1.96343e-05	1.16696e-05	1.55917e-05	1.43505e-05	1.11027e-05	1.01836e-05	1.89341e-05	1.13948e-05	9.99159e-06	1.54153e-05	1.49406e-05	1.04973e-05	1.60766e-05	1.05316e-05	2.18018e-05	1.49405e-05	1.17817e-05	2.00317e-05	2.08961e-05	1.14156e-05	2.18716e-05	2.19302e-05	2.23283e-05	1.92902e-05	1.62527e-05	1.66633e-05	1.00136e-05	1.4557e-05	1.08784e-05	1.43923e-05	1.6474e-05	9.47895e-06	1.26551e-05	2.64774e-05
ko00071	ko00071: Fatty acid metabolism	0.00362537	0.00365496	0.00356888	0.00427754	0.00309764	0.00347522	0.00355187	0.00322393	0.00333836	0.00364134	0.00375334	0.00355412	0.00359272	0.00572322	0.00537234	0.00393264	0.00383933	0.00349617	0.00364894	0.00491065	0.00330047	0.00373525	0.00353479	0.00362329	0.00357796	0.00364865	0.00358429	0.00375975	0.00379827	0.0036831	0.00339804	0.00335107	0.00338873	0.00381495	0.00394197	0.0036326	0.00361009	0.00329281	0.00363953	0.00386955
ko00740	ko00740: Riboflavin metabolism	0.0127717	0.0143625	0.0134432	0.0123175	0.0134685	0.0145149	0.0127076	0.0137869	0.0150892	0.0128332	0.0150548	0.0132427	0.013662	0.0124231	0.0127461	0.0130976	0.0125532	0.0120918	0.0138242	0.0116082	0.0140914	0.0143279	0.0143635	0.0130381	0.0129685	0.0125098	0.0128721	0.0133408	0.0133492	0.0135667	0.0129664	0.0138188	0.0138056	0.0128131	0.01342	0.0134314	0.0132678	0.0140698	0.013583	0.0119529
ko04360	ko04360: Axon guidance	8.24446e-05	9.92375e-05	7.75056e-05	7.55762e-05	7.16005e-05	6.65153e-05	6.9402e-05	7.09564e-05	7.59376e-05	7.39264e-05	7.9835e-05	7.12966e-05	8.78949e-05	6.61739e-05	6.64616e-05	7.92672e-05	7.55389e-05	6.65943e-05	7.0695e-05	7.13489e-05	9.25189e-05	9.06728e-05	7.40437e-05	7.93086e-05	7.84683e-05	7.16421e-05	7.88816e-05	0.000104441	7.86033e-05	7.13791e-05	0.000110656	0.000100127	8.86065e-05	8.15685e-05	7.81986e-05	6.96307e-05	7.70611e-05	7.01188e-05	7.26962e-05	7.80663e-05
ko04912	ko04912: GnRH signaling pathway	2.41257e-06	4.41274e-06	4.8453e-06	2.42141e-06	3.10752e-06	5.81159e-06	6.17091e-06	3.92533e-06	5.49627e-06	4.21896e-06	3.25292e-06	2.79408e-06	6.33392e-06	2.43884e-06	1.73863e-06	3.01685e-06	3.80919e-06	6.91707e-06	4.23417e-06	1.61942e-06	3.51258e-06	3.44329e-06	1.34677e-06	3.97757e-06	9.48017e-06	3.44666e-06	5.50372e-06	3.24502e-06	2.57864e-06	5.54423e-06	2.98787e-06	3.44428e-06	2.84362e-06	4.7993e-06	6.59431e-06	4.67666e-06	2.31107e-06	2.4559e-06	5.36369e-06	3.79595e-06
ko05216	ko05216: Thyroid cancer	1.47065e-05	1.59095e-05	1.53341e-05	1.67518e-05	9.18352e-06	1.12922e-05	1.37356e-05	5.65969e-06	7.19867e-06	2.09864e-05	6.89407e-06	1.85809e-05	1.4284e-05	6.59256e-06	1.48315e-05	2.19373e-05	2.69258e-05	7.29573e-06	1.13669e-05	9.69103e-06	1.40035e-05	2.79652e-05	3.16308e-05	2.11329e-05	1.55747e-05	1.58277e-05	1.45291e-05	1.11061e-05	2.23993e-05	1.45383e-05	2.29579e-05	5.27265e-05	7.44527e-06	2.68207e-05	2.3647e-05	2.30015e-05	2.12149e-05	8.75645e-06	1.67692e-05	2.48825e-05
ko05215	ko05215: Prostate cancer	5.53749e-07	1.38969e-06	1.07175e-06	2.16394e-06	2.28213e-06	2.1545e-06	2.78237e-07	3.32952e-06	0	1.12881e-06	1.11044e-06	3.302e-07	4.19929e-06	7.05597e-07	2.2745e-07	7.76784e-07	2.78797e-06	4.38571e-06	4.57469e-07	6.90502e-06	7.26482e-07	3.12136e-07	9.0147e-07	7.42165e-07	6.25013e-07	4.14467e-07	1.9904e-06	9.2159e-07	1.80725e-06	1.1963e-06	2.03198e-06	3.7548e-07	7.87398e-07	9.08643e-07	3.34512e-06	9.6854e-08	2.13314e-06	9.51816e-07	3.74529e-06	3.77401e-06
ko03060	ko03060: Protein export	0.0147138	0.014369	0.0138571	0.0141358	0.0138539	0.0137706	0.0142024	0.0144618	0.0144566	0.0143223	0.0139283	0.0141619	0.0138479	0.0136779	0.014546	0.0140712	0.0142249	0.0141925	0.0147302	0.0141512	0.0147381	0.0139283	0.01428	0.0148978	0.0144803	0.0149803	0.0146118	0.0156642	0.0148299	0.0140216	0.015006	0.0138892	0.0143409	0.0139325	0.0141755	0.0146449	0.0146778	0.0137878	0.0140434	0.0140336
ko00561	ko00561: Glycerolipid metabolism	0.00450666	0.00440029	0.00447887	0.00476764	0.00377039	0.00462573	0.00430295	0.00421797	0.00423467	0.00427167	0.0046013	0.00432301	0.00427516	0.0046743	0.00482471	0.00432514	0.00506626	0.00433894	0.00500969	0.00463613	0.00404655	0.00393793	0.0037927	0.00445614	0.00374066	0.00461312	0.00395133	0.00433612	0.0046603	0.00434074	0.0039311	0.00387319	0.00387297	0.00435389	0.00418971	0.00437275	0.00438171	0.00431841	0.00440469	0.0049148
ko00534	ko00534: Glycosaminoglycan biosynthesis - heparan sulfate	0.000211281	0.000263088	0.000222739	0.000220309	0.000186553	0.000184998	0.00020462	0.000234785	0.000173101	0.000157605	0.000263688	0.000209074	0.000217033	0.000126408	0.000125217	0.000174894	0.000196749	0.00024547	0.000189916	0.000192568	0.000175123	0.000186551	0.000207979	0.000208773	0.000175274	0.000238304	0.000172994	0.000190365	0.000177783	0.000186229	0.000176007	0.000202582	0.000185833	0.000191203	0.000171727	0.000170609	0.000185089	0.000190391	0.000198475	0.000154514
ko00521	ko00521: Streptomycin biosynthesis	0.0180622	0.0178959	0.0186723	0.0171134	0.0222575	0.0179238	0.0186782	0.0196853	0.0166151	0.0171567	0.018452	0.0218256	0.0188885	0.014209	0.0158858	0.0171224	0.0179145	0.0220768	0.0184879	0.0159247	0.018231	0.0178284	0.0196461	0.0172557	0.017207	0.020449	0.0215533	0.0180058	0.0187855	0.0171306	0.0232208	0.0233849	0.0208656	0.0180156	0.0187577	0.0203246	0.0175147	0.021478	0.0168707	0.0187206
ko04910	ko04910: Insulin signaling pathway	0.000346118	0.000318141	0.00028505	0.000225481	0.000158295	0.000323229	0.000288271	0.000252257	0.000237408	0.000164646	0.000322224	0.000133714	0.000278996	0.000206807	0.000142044	0.000169441	0.000156494	0.000250745	0.000332434	0.000267616	0.000212985	0.000197426	0.000154602	0.000173028	0.000158092	0.000132945	0.000142186	0.000313471	0.000154843	0.000242513	0.000144526	0.000121566	0.000130332	0.000206313	0.000113371	0.000116162	0.00021124	0.00013614	0.00026307	0.00022124
ko00531	ko00531: Glycosaminoglycan degradation	0.00276672	0.00431823	0.00535612	0.00237385	0.00213132	0.00581886	0.00389125	0.00563949	0.00524908	0.00348704	0.00581322	0.00260454	0.00476769	0.00266774	0.00159763	0.00453264	0.00205867	0.00562658	0.00305896	0.00314086	0.00232404	0.00336648	0.00477273	0.00304757	0.00397789	0.00168081	0.00433551	0.00350258	0.00249585	0.00471345	0.00245412	0.00294683	0.00232179	0.00357136	0.00360441	0.00193051	0.00347221	0.00152002	0.00350931	0.00244286
ko04916	ko04916: Melanogenesis	6.82661e-06	6.41407e-06	7.58684e-06	4.53094e-06	4.46857e-05	1.27019e-05	8.60993e-06	9.65329e-06	7.46585e-06	5.22052e-06	8.60131e-06	5.9375e-06	7.34769e-06	3.18988e-06	6.2876e-06	3.30186e-05	4.91885e-06	7.00616e-06	7.39746e-06	7.06928e-06	5.54463e-06	6.05151e-06	1.26236e-05	7.13584e-06	1.00609e-05	2.04508e-05	7.88835e-06	1.00896e-05	7.48129e-06	1.34488e-05	1.83111e-05	1.96714e-05	9.33041e-06	5.44863e-06	7.01942e-06	9.08396e-06	9.39768e-06	1.99732e-05	9.38754e-06	1.25021e-05
ko05130	ko05130: Pathogenic Escherichia coli infection	2.79132e-05	2.65777e-05	2.39036e-05	3.01236e-05	1.26926e-05	3.5359e-05	2.89608e-05	2.57274e-05	3.34312e-05	2.36351e-05	2.88127e-05	1.10896e-05	2.76392e-05	4.29233e-05	6.99991e-05	1.36207e-05	2.2611e-05	4.25086e-05	2.89357e-05	5.86517e-05	1.76261e-05	2.41701e-05	2.35217e-05	2.581e-05	2.75295e-05	1.72059e-05	2.01812e-05	7.2837e-05	3.07783e-05	2.11626e-05	2.43609e-05	9.00905e-06	9.49215e-06	1.53787e-05	8.61823e-06	2.0953e-05	1.79068e-05	9.90869e-06	1.36424e-05	1.69579e-05
ko04914	ko04914: Progesterone-mediated oocyte maturation	0.000131741	0.000175305	0.000114834	9.40471e-05	0.000167033	0.000111219	0.000122344	0.000130051	0.000153502	0.000133263	9.32083e-05	0.000109199	0.000153193	8.81678e-05	9.84045e-05	0.000113736	0.000120175	0.000156258	0.000120566	8.64975e-05	0.000117467	0.000117503	0.00013937	0.000130655	0.000173683	9.33693e-05	0.000143157	0.00014348	0.000136758	0.000101887	0.000111364	0.000125006	0.000117041	0.000125089	9.7789e-05	9.60512e-05	0.000114874	0.000101457	0.000114006	0.000120443
