ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpm-cop-nul-nve-nve
M00301	M00301: Mannopine transport system	2.21083e-60	1.95949e-14	1.93904e-27	6.27231e-35	1.2908e-21	6.85858e-17	1.82979e-20	2.33152e-22	2.3191e-28	9.90749e-17	3.42174e-14	5.02634e-20	1.28779e-14	4.12295e-57	6.34981e-14	4.70834e-51	8.08249e-56	6.1131e-24	5.99076e-26	1.28491e-22	9.84595e-48	1.15205e-44	3.55501e-25	1.09681e-21	3.66223e-23	1.94506e-15	1.47508e-28	3.9041e-19	2.09315e-22	4.46918e-18	2.84275e-29	1.03656e-23	7.2236e-55	1.65471e-68	3.95947e-16	6.3397e-16	3.0087e-19	0	1.60484e-19	2.52352e-27
M00304	M00304: PTS system, fructose-specific II component	9.71841e-24	4.74432e-19	5.08724e-20	7.28073e-18	1.37464e-24	1.61261e-21	1.53453e-18	1.10213e-09	8.09454e-12	7.48902e-22	9.75215e-25	4.05219e-24	3.46821e-25	6.37168e-13	1.70365e-15	3.30862e-15	3.81494e-15	8.59576e-27	1.29806e-18	3.32419e-18	8.68722e-21	1.39136e-19	3.29098e-15	7.05774e-20	3.67741e-26	7.8775e-21	6.05748e-22	4.72871e-21	5.70705e-17	1.5357e-21	8.07899e-23	1.51366e-20	5.91838e-28	1.45063e-19	2.24651e-22	5.06289e-16	2.35167e-17	5.70947e-18	2.1405e-17	2.28092e-15
M00160	M00160: V-type ATPase, eukaryotes	0.000526745	0.000460933	0.000230993	6.67699e-05	7.2724e-05	0.000271263	0.000100429	0.000574099	1.96566e-09	0.00061723	0.000203913	0.000494762	0.000638496	5.04886e-05	0.00031887	0.000246276	0.000543877	0.000493587	0.000474208	0.000100145	0.000375122	0.000538518	0.000144577	0.00053906	0.000455069	0.000296574	0.000160764	0.00032387	0.000352588	0.000585369	6.13289e-05	0.000350351	8.18161e-05	0.000420657	0.000119035	0.000352071	0.000466786	0.00046617	0.000644292	0.000439017
M00161	M00161: Photosystem II	0	0	0	0	0	0	6.84399e-18	0	0	3.02152e-15	0	0	1.31269e-16	0	0	0	5.56667e-07	4.12588e-43	0	0	0	0	0	0	5.28037e-88	0	0	0	2.08235e-22	0	5.74076e-19	0	0	0	0	0	0	0	1.28688e-82	4.6419e-70
M00001	M00001: Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	0.0329561	0.0311517	0.0297805	0.0293916	0.0319971	0.0300103	0.0321836	0.0301499	0.029413	0.0319847	0.0301264	0.0312871	0.0300183	0.0233642	0.0262444	0.0290894	0.0335852	0.0310705	0.0305947	0.0252566	0.0314104	0.0308322	0.0309469	0.0318322	0.0298818	0.0315729	0.030325	0.0327766	0.0330072	0.0300627	0.032961	0.0310861	0.0327787	0.0321743	0.0301454	0.0301496	0.0301214	0.0339832	0.0314967	0.0339675
M00003	M00003: Gluconeogenesis, oxaloacetate => fructose-6P	0.0296102	0.028348	0.0272622	0.0258969	0.0310203	0.0266909	0.0285346	0.0284032	0.0268729	0.0288859	0.026574	0.029153	0.0269539	0.0210815	0.0226278	0.0264369	0.0288388	0.0284448	0.0276062	0.0220302	0.0310817	0.0277998	0.0286286	0.0300782	0.0273041	0.0296919	0.0287706	0.0303368	0.0292794	0.027907	0.0324006	0.0311594	0.0316843	0.029029	0.0291538	0.0287125	0.0270759	0.0323078	0.0292446	0.0308689
M00002	M00002: Glycolysis, core module involving three-carbon compounds	0.0313899	0.0297162	0.0277637	0.0276533	0.0306152	0.0285376	0.0303426	0.027938	0.0263103	0.0306133	0.0280722	0.0308484	0.0284413	0.0221086	0.0261119	0.0269968	0.0315702	0.028645	0.0283418	0.0239422	0.030461	0.0289113	0.0289733	0.0309279	0.0289288	0.0302144	0.0283969	0.0321031	0.0311977	0.0279864	0.0317569	0.0302577	0.0309843	0.0306844	0.0286693	0.0290779	0.0279269	0.0317818	0.0297128	0.0314746
M00004	M00004: Pentose phosphate pathway (Pentose phosphate cycle)	0.0145763	0.0178568	0.0194983	0.0142393	0.0126808	0.019493	0.0191804	0.0222845	0.0232658	0.014517	0.0196812	0.0123434	0.0203879	0.0154059	0.0137366	0.0155716	0.0142139	0.0229027	0.0188252	0.0157403	0.0130427	0.0157321	0.0184253	0.0142657	0.0177003	0.012252	0.018221	0.0160047	0.0160367	0.0185169	0.0101321	0.0113461	0.0133655	0.0151419	0.0110492	0.0108702	0.0151023	0.0102981	0.0174209	0.0132658
M00007	M00007: Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	0.02582	0.0256035	0.0258611	0.0266998	0.0225127	0.0265083	0.0266967	0.0257676	0.0271582	0.0238101	0.0273015	0.0220415	0.0270288	0.019245	0.0201072	0.0221539	0.0252478	0.0266813	0.0283853	0.0215925	0.0211646	0.0240336	0.0269163	0.0240013	0.0250651	0.0205228	0.0242563	0.0253921	0.0287443	0.026243	0.0193247	0.0189992	0.0201447	0.023995	0.0187637	0.0203462	0.0250476	0.0244847	0.0256225	0.025387
M00006	M00006: Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	0.0101544	0.0137089	0.0156483	0.00970849	0.00882617	0.0154138	0.0149666	0.019631	0.0203493	0.0104416	0.0153865	0.00857188	0.0163666	0.0128438	0.0104315	0.0120047	0.00989119	0.0200616	0.0140823	0.0123839	0.00942562	0.0116931	0.0140068	0.010149	0.0136805	0.00873267	0.0145907	0.0116848	0.0111204	0.0143054	0.00686599	0.00808812	0.0100002	0.0110609	0.00782993	0.00741618	0.0108101	0.00652027	0.0131967	0.00897878
M00009	M00009: Citrate cycle (TCA cycle, Krebs cycle)	0.0073154	0.00783153	0.00981004	0.00841604	0.0083892	0.0106943	0.00794187	0.0113575	0.0101279	0.00820396	0.0107888	0.00815244	0.0110822	0.0123041	0.0111973	0.0092149	0.00679181	0.0117415	0.00745876	0.0113935	0.00717212	0.0075269	0.00750852	0.00781149	0.00994861	0.00808728	0.00972683	0.00852164	0.00922515	0.00855191	0.00686095	0.00772731	0.00745612	0.00784089	0.00802823	0.00842204	0.00782958	0.00680276	0.00730336	0.00658546
M00008	M00008: Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	0.00293824	0.00347061	0.00255731	0.00646544	0.00306711	0.0026945	0.00245303	0.00422877	0.00428538	0.00280584	0.00425117	0.0025426	0.00350238	0.0110474	0.00923931	0.00420192	0.00198477	0.00436663	0.00294249	0.00934358	0.00306189	0.00303441	0.00263963	0.00344829	0.00366728	0.00375872	0.00370855	0.0028392	0.0033148	0.00346097	0.00232232	0.00364595	0.00220494	0.0027293	0.0059931	0.00494392	0.00239641	0.00230108	0.00286841	0.0015417
M00159	M00159: V-type ATPase, prokaryotes	0.00648083	0.00816606	0.00766446	0.00807185	0.00363415	0.00865465	0.00808676	0.00904935	0.0077304	0.00802508	0.00796514	0.00856704	0.00907838	0.00336754	0.00485261	0.00656041	0.00808826	0.0114474	0.00823359	0.00701333	0.00444415	0.00736237	0.00990663	0.00860864	0.00800149	0.00522534	0.00739632	0.00736707	0.00794564	0.0121863	0.00369948	0.00332813	0.00493338	0.00723774	0.00292762	0.00327406	0.0103134	0.00520273	0.00965296	0.00908086
M00158	M00158: F-type ATPase, eukaryotes	3.8917e-08	2.33309e-08	1.53454e-10	0	0	0	1.00119e-72	8.60103e-08	4.66034e-28	0	2.10179e-20	0	9.38864e-08	4.14129e-68	8.12796e-08	1.83571e-12	4.26184e-08	7.77413e-07	3.68728e-32	1.52201e-12	1.99943e-08	4.71021e-06	2.48237e-79	0	3.67001e-11	0	0	0	0	2.12345e-11	0	0	7.99756e-08	1.11476e-08	0	0	1.71305e-05	0	0	1.18747e-06
M00136	M00136: GABA biosynthesis, prokaryotes, putrescine => GABA	4.9967e-06	0.000143452	2.78574e-05	0.00129396	0.000254768	0.000365738	1.66977e-05	8.98354e-05	0.000341261	0.000110183	0.000165778	1.09334e-05	0.000116304	0.00403814	0.00324735	0.000693533	1.62031e-06	6.42208e-06	2.39325e-07	0.00280995	0.000167361	8.02074e-06	4.72768e-08	9.85736e-05	1.48435e-06	0.000130717	0.000496753	7.83257e-06	5.26906e-08	2.64992e-05	2.08402e-11	0.000996017	1.62263e-05	5.39699e-07	0.00140958	0.00110531	1.34778e-06	2.72128e-10	1.14278e-05	2.99484e-06
M00131	M00131: Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	0.000126902	0.000199368	0.00013382	6.28594e-05	0.000120464	7.95898e-05	7.96761e-05	9.5713e-05	4.72735e-05	7.02669e-05	0.000162293	0.000101588	0.000147557	1.02715e-05	1.47513e-05	2.18072e-06	4.57815e-05	0.000174915	3.65076e-05	0.000188112	0.000247848	0.000160651	3.79479e-05	3.91815e-05	5.14045e-05	9.35592e-07	0.000277346	0.000144454	0.000149146	0.000110661	1.73813e-05	0.000298466	7.86402e-05	0.000190784	0.000121144	0.000160775	2.38285e-06	4.95104e-05	0.000135924	2.82114e-05
M00130	M00130: Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	7.57243e-06	0.000195375	0.000255544	1.23125e-06	2.24525e-05	0.000421939	0.000271833	2.4639e-06	5.33062e-05	1.27601e-05	0.000519406	9.00533e-07	0.000507924	2.2802e-06	1.72326e-05	1.1138e-05	3.82156e-06	2.78401e-05	0.000249908	2.80615e-06	6.12667e-05	2.07128e-05	0.000522453	2.32276e-07	6.18196e-05	0.000301065	5.43923e-05	0.000287472	0.000180626	0.000210323	0.000261918	1.20253e-05	0.00048869	3.40338e-06	0.000113699	8.38424e-07	2.11611e-05	3.78442e-05	0.000205109	1.74016e-07
M00133	M00133: Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	0.00900019	0.00982525	0.00822924	0.00918643	0.00741248	0.00784244	0.0093375	0.0100324	0.0103073	0.00837806	0.00921867	0.00849702	0.0105934	0.0112515	0.00987795	0.0100398	0.00792582	0.00982911	0.010123	0.0123254	0.00747286	0.00971591	0.00907661	0.00919023	0.00800972	0.0079036	0.00975552	0.00952582	0.0121319	0.00813744	0.00755258	0.00758717	0.00947718	0.00966499	0.00975355	0.00808304	0.00817749	0.0072381	0.00798521	0.00747407
M00150	M00150: Complex II (succinate dehydrogenase / fumarate reductase), fumarate reductase	0.000942153	0.000706229	0.00150125	0.00276784	0.00112564	0.00139472	0.00101429	0.000995321	0.00128159	0.00114438	0.0014559	0.00102572	0.00179908	0.00647567	0.00563446	0.00254743	0.00156378	0.00130046	0.0010511	0.00499363	0.00168073	0.00118526	0.00125246	0.00133961	0.00188456	0.00244435	0.00139261	0.000523635	0.0012556	0.00152907	0.00123205	0.00227778	0.000971582	0.00145792	0.00265735	0.00323068	0.000698045	0.00125576	0.00151973	0.000848303
M00180	M00180: RNA polymerase II, eukaryotes	0.000490319	0.000575317	5.57879e-05	2.8146e-06	0.000444037	0.000640377	0.000417727	0.000429547	1.11965e-05	0.000287827	0.000339535	3.58672e-10	0.000762879	1.27656e-08	0.000330263	0.000187201	0.000431847	0.000602613	0.000121074	0.000124549	5.87437e-05	0.000477339	8.8552e-05	0.000399027	7.21489e-05	0.00061026	0.000223367	0.000630587	0.00045868	0.00050424	0.000119623	1.03109e-07	3.01104e-06	0.000506618	7.83636e-08	0.000274032	7.42656e-07	0.000147446	0.000259587	1.09866e-05
M00182	M00182: RNA polymerase I, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00184	M00184: RNA polymerase, archaea	0.000685256	0.000474564	0.000652246	4.97437e-06	0.000481276	0.000309308	0.000528703	0.000641921	0.000364696	0.00070358	0.000179319	0.000619532	0.000662175	0.00031655	0.000438101	0.000438656	0.000664825	0.000297819	0.000400128	0.000432906	0.000643747	0.000645284	0.000811659	0.000391723	0.000684065	0.00029408	0.000207619	0.000667525	0.000662367	5.48917e-07	0.000287729	0.000347877	1.87803e-05	0.000333731	0.000330525	0.000576469	0.00043688	0.000141711	0.000485769	1.67774e-09
M00185	M00185: Sulfate transport system	0.00482874	0.00655092	0.00497791	0.0091215	0.00349651	0.00823758	0.00608683	0.00110452	0.00192971	0.00418963	0.00503426	0.00366151	0.00445506	0.00756468	0.0070142	0.00401269	0.00721097	0.00239101	0.00893921	0.0064801	0.00341403	0.00387635	0.00376763	0.00828892	0.0030978	0.00346705	0.00305074	0.00349249	0.00357308	0.00440062	0.00366194	0.00293274	0.00372155	0.00663292	0.00520266	0.00429306	0.00600729	0.00531169	0.0067822	0.00715529
M00220	M00220: Rhamnose transport system	1.85014e-07	6.37953e-05	2.56741e-06	3.99897e-05	0.000299445	0.000230337	3.1746e-07	7.04009e-05	7.29473e-06	6.58631e-07	6.27713e-05	1.24101e-06	2.36865e-06	1.86938e-05	2.55455e-07	0.000523508	4.99851e-06	0.000132837	1.63545e-06	0.000216989	0.000168506	2.76255e-07	5.53056e-07	1.30452e-08	2.09702e-06	0.00018265	1.83467e-07	7.84364e-06	5.97445e-07	9.16309e-06	2.54571e-07	0.000595093	1.98065e-10	6.23857e-06	0.000522219	0.000521475	9.27483e-06	7.22201e-05	2.54101e-08	0.00018073
M00222	M00222: Phosphate transport system	0.021019	0.0221736	0.0220265	0.0208811	0.0140202	0.0218154	0.0246122	0.0225346	0.0228128	0.0232716	0.0226104	0.0204882	0.0231003	0.0172653	0.020012	0.0212787	0.024465	0.0240419	0.0239758	0.0187818	0.0156627	0.0218677	0.0209197	0.020757	0.0204934	0.0168496	0.0172668	0.0194748	0.0196089	0.0213782	0.0126427	0.0157561	0.0155662	0.0245793	0.0138571	0.0148537	0.0223488	0.0152174	0.0223272	0.0252707
M00225	M00225: Lysine/arginine/ornithine transport system	0.000228057	0.000118858	6.65789e-05	0.00169991	0.000624511	0.000421644	0.000116043	6.09402e-05	0.000189206	0.000298516	0.00032818	0.000417253	9.53908e-05	0.00473388	0.00405273	0.00121936	0.000528171	9.6955e-05	0.000236874	0.00348102	0.000450704	0.000401351	1.00932e-05	0.00054194	3.50338e-06	0.000470772	0.000208268	7.19406e-05	0.000109055	0.000204008	6.19222e-06	0.000803792	0.00021984	0.000309462	0.00174154	0.00128238	0.000127507	1.21705e-05	0.000423535	7.50971e-05
M00226	M00226: Histidine transport system	0.000246372	0.000136147	7.92159e-05	0.00173484	0.00070708	0.000418833	0.000122596	6.31007e-05	0.000251358	0.00029832	0.00034308	0.000380473	9.70206e-05	0.00479824	0.00412834	0.00122127	0.000520403	0.000108676	3.73516e-05	0.00358536	0.000459914	0.000411004	9.71325e-06	0.000548654	3.29702e-06	0.000536807	0.000247405	7.32748e-05	0.000114332	0.000277226	6.35882e-06	0.000849575	0.000234464	0.000337126	0.00184428	0.0012853	0.000130857	1.38725e-05	0.000459919	7.60379e-05
M00355	M00355: Spliceosome, 35S U5-snRNP	7.45703e-06	1.61255e-05	3.44468e-05	2.54258e-05	5.70254e-08	0.000150891	0.000302212	8.51498e-05	1.58171e-10	5.12268e-07	1.76515e-10	5.4601e-07	1.7084e-06	1.0896e-10	1.26547e-08	1.59671e-08	0.000265125	0.000228367	9.07016e-05	0.000107768	1.63759e-06	6.21027e-05	1.07336e-05	5.99416e-05	0.000134574	3.28761e-06	1.06641e-06	0.000143949	0.000175335	1.5854e-08	1.71949e-07	9.75168e-08	4.02596e-07	2.53536e-07	5.1793e-11	2.38489e-07	4.83866e-08	6.8981e-09	0.000125397	1.97413e-06
M00354	M00354: Spliceosome, U4/U6.U5 tri-snRNP	7.30299e-07	0.000235842	2.13361e-07	3.97539e-08	4.83918e-28	3.21403e-17	2.53617e-05	1.99046e-12	2.46441e-06	1.52729e-05	4.18066e-08	9.26199e-07	4.35792e-09	9.94222e-11	1.10001e-09	1.14703e-09	9.42852e-09	5.17747e-13	4.83243e-05	6.03866e-08	3.4922e-11	1.52782e-09	2.1401e-06	1.07679e-05	2.15977e-06	4.87827e-08	2.20252e-07	1.07617e-07	1.03693e-12	2.48722e-08	1.93618e-19	2.60252e-14	1.23365e-08	1.22876e-42	1.20051e-12	8.87302e-12	2.32054e-05	9.17242e-13	3.06115e-05	7.45751e-08
M00357	M00357: Methanogenesis, acetate => methane	7.71165e-10	3.6746e-21	1.4741e-75	2.5718e-10	2.7629e-13	1.74421e-09	5.69438e-18	4.11452e-14	3.28172e-17	1.91381e-09	3.07039e-13	3.36652e-09	1.66304e-11	2.79704e-14	2.41523e-68	2.00551e-44	1.4316e-08	1.02122e-11	0	7.70793e-12	1.32835e-11	5.39933e-11	8.45964e-55	8.07398e-14	1.82518e-14	3.66142e-20	3.01499e-14	3.52063e-10	4.94247e-10	9.72771e-14	2.3078e-14	2.8437e-43	2.76566e-47	1.24145e-14	8.88961e-13	0	7.30411e-14	3.41236e-14	3.25925e-15	1.61694e-11
M00356	M00356: Methanogenesis, methanol => methane	2.24221e-14	2.37782e-12	1.5527e-21	2.03594e-19	4.03963e-14	7.81295e-12	2.8859e-17	3.83194e-20	1.00853e-19	3.26728e-15	1.82738e-15	5.76562e-12	1.62852e-14	8.73448e-19	5.92854e-69	1.19738e-16	1.49577e-13	3.14808e-14	3.38934e-13	8.83012e-21	4.59661e-11	4.45473e-14	4.88099e-18	1.66566e-14	2.81533e-15	7.55605e-21	5.74907e-15	4.04336e-12	5.21268e-15	2.91609e-15	3.18453e-13	7.00101e-44	1.89976e-15	1.88082e-17	1.40129e-14	0	8.24038e-17	2.19778e-13	6.1366e-17	1.97314e-11
M00351	M00351: Spliceosome, U1-snRNP	0	1.94097e-15	1.35001e-28	4.67744e-13	0	2.04288e-75	2.61167e-16	0	2.06558e-88	1.71665e-12	6.68537e-82	0	1.02099e-16	2.66159e-36	4.66214e-20	0	0	4.03858e-13	6.70985e-16	0	3.11725e-87	2.93642e-42	4.63522e-90	0	4.97919e-33	0	1.53864e-69	0	3.87751e-19	6.94352e-10	9.32316e-50	0	1.05093e-64	2.68199e-13	0	4.86793e-58	0	0	1.72589e-14	9.79549e-89
M00350	M00350: Capsaicin biosynthesis, L-Phenylalanine => Capsaicin	9.09102e-15	9.32774e-17	9.03163e-14	1.36733e-12	6.91172e-14	3.81277e-14	2.83193e-20	3.31132e-16	1.27605e-18	1.96068e-13	1.13451e-16	4.21458e-13	4.79044e-12	1.80768e-20	3.80897e-13	5.57449e-20	2.36513e-15	6.38471e-19	2.77619e-11	7.60871e-12	6.79183e-14	1.51116e-13	2.30358e-13	4.49328e-13	8.44227e-18	3.82455e-12	4.12417e-15	4.1796e-18	4.02258e-15	4.39051e-18	1.65603e-20	5.35066e-22	8.70737e-20	1.73695e-19	4.20059e-22	9.31024e-19	7.02604e-13	7.61515e-14	1.39598e-12	3.23e-16
M00353	M00353: Spliceosome, Prp19/CDC5L complex	9.0896e-08	2.20243e-07	1.21913e-06	3.94034e-09	5.59041e-09	0.000140583	2.09925e-41	5.65132e-08	2.49262e-11	2.34216e-09	0.000131748	6.0944e-12	4.04269e-07	4.66272e-09	1.38393e-10	1.05522e-08	2.25675e-06	8.21513e-06	9.82561e-08	8.40495e-13	8.18682e-06	7.24233e-09	1.35623e-08	1.42739e-10	3.94984e-11	9.57454e-10	2.55257e-05	4.98127e-13	2.04899e-06	7.25914e-09	2.50731e-10	2.53363e-12	4.89822e-11	7.36758e-09	1.55005e-15	1.20105e-08	1.73576e-19	9.94541e-15	3.16589e-09	1.43753e-07
M00352	M00352: Spliceosome, U2-snRNP	2.64545e-06	1.26575e-07	2.63692e-06	1.08382e-23	1.8338e-08	4.79224e-12	3.16901e-14	2.26638e-05	1.66828e-22	1.44315e-06	4.98235e-08	3.48853e-06	9.18911e-07	3.60682e-11	8.04875e-09	1.82732e-09	0.00028576	4.31551e-05	7.87982e-05	2.77298e-10	2.35786e-21	2.92448e-14	2.38603e-08	7.06687e-07	3.77016e-10	6.53266e-06	3.50516e-07	2.02809e-06	7.64208e-05	7.0753e-13	1.55194e-13	4.74733e-14	6.4723e-07	6.45362e-31	4.71683e-12	1.84854e-11	9.73648e-05	3.96588e-08	3.6099e-06	3.62102e-13
M00359	M00359: Aminoacyl-tRNA biosynthesis, eukaryotes	0.0338129	0.0308164	0.0292663	0.0288426	0.0336438	0.028765	0.0318544	0.0289636	0.0292568	0.0329889	0.028313	0.034345	0.0292768	0.0212562	0.0259088	0.0290042	0.0328155	0.0281229	0.0302306	0.0244757	0.0343987	0.0317356	0.0307275	0.0327104	0.031593	0.0337327	0.0306802	0.0348727	0.0328727	0.0302942	0.0360886	0.0345341	0.0354589	0.0315635	0.0312668	0.0326172	0.0309172	0.0367901	0.0310117	0.0322824
M00358	M00358: Coenzyme M biosynthesis	0.000722001	0.000607314	0.000774581	0.000558913	0.000228746	0.000710768	0.000684224	0.000837574	0.000478544	0.000641045	0.000922808	0.000513706	0.000820526	0.000569884	1.65162e-05	0.00081931	0.000549883	0.00109605	0.000585394	6.56339e-05	0.000409434	0.000563252	0.000597906	0.00065351	0.000399987	9.75351e-05	0.00050062	0.000544993	0.000481029	0.000727541	3.44654e-05	8.66017e-05	0.000248294	0.000626711	0.000503134	0.000290792	0.00076315	0.000100475	0.000759643	0.00093133
M00319	M00319: Manganese/zinc/iron transport system	0.000943791	0.00116698	0.000352098	0.000414052	8.12285e-05	0.000209194	0.000705636	0.000156592	1.00623e-06	0.000330026	0.00120522	0.00122896	0.000331128	0.000509202	0.000305851	0.000758867	0.000747197	2.95076e-06	0.000495725	2.11086e-05	0.000334518	0.000526622	0.000937987	8.45712e-05	0.000233951	0.000769854	0.000424496	0.000231429	0.000633029	0.000166729	0.000408983	0.000448297	0.00016441	0.000401308	0.000119704	0.000466043	0.000391741	0.000331514	0.000223525	0.000390609
M00311	M00311: 2-oxoglutarate:ferredoxin oxidoreductase	0.0158996	0.015319	0.0163534	0.0117518	0.0180221	0.013848	0.0163984	0.0250092	0.0243576	0.0188701	0.0157407	0.022745	0.019642	0.0110388	0.0133192	0.0180646	0.0103531	0.021644	0.0165465	0.0123887	0.0199598	0.017643	0.0201544	0.014593	0.0213612	0.0157448	0.0205879	0.0198821	0.0178265	0.0180002	0.0211241	0.0194402	0.021438	0.013413	0.0168864	0.0149246	0.0152982	0.0204661	0.0158793	0.00978257
M00310	M00310: Pyruvate:ferredoxin oxidoreductase	0.00380828	0.00334784	0.00308743	0.00288014	0.00215331	0.00381264	0.0046802	0.00345898	0.00264246	0.0043204	0.00400572	0.00394229	0.00349446	0.00144341	0.00199279	0.00269564	0.00485943	0.00340187	0.002717	0.00181199	0.00239986	0.00295642	0.00330877	0.00357356	0.00468793	0.00448142	0.00255362	0.00426074	0.00532315	0.00336009	0.00284148	0.002573	0.00383247	0.00318484	0.00273752	0.00447087	0.00379328	0.00313261	0.0029584	0.00260418
M00171	M00171: C4-dicarboxylic acid cycle, NAD+ -malic enzyme type	0.00138248	0.00121751	0.00148307	0.00127657	0.00174769	0.00124346	0.0012944	0.00100029	0.00127482	0.00140603	0.00140745	0.00145327	0.00115424	0.000989474	0.00106315	0.00114405	0.00125514	0.00100599	0.00118224	0.00119572	0.0017605	0.00139263	0.00131279	0.00125711	0.00143407	0.00140306	0.00140906	0.00178186	0.00107241	0.00150842	0.00135186	0.00136248	0.00158677	0.00131884	0.00168744	0.00145143	0.00121688	0.00155907	0.00140446	0.00151165
M00173	M00173: Reductive citric acid cycle (Arnon-Buchanan cycle)	0.00257103	0.00265013	0.0025916	0.00305152	0.00176885	0.00219537	0.00231828	0.00301674	0.00193343	0.0024831	0.00260911	0.00301054	0.00280828	0.00158095	0.00197343	0.00266032	0.00246857	0.00328968	0.00223054	0.00243462	0.00314129	0.00253783	0.00271972	0.00246386	0.00306527	0.00267394	0.00311551	0.0031413	0.00318624	0.00206341	0.0025834	0.00254169	0.00334318	0.00228479	0.00235187	0.00219347	0.002144	0.00265657	0.00272289	0.00269382
M00172	M00172: C4-dicarboxylic acid cycle, NADP+ -malic enzyme type	1.62437e-21	6.5877e-23	6.02643e-23	3.41058e-20	1.85137e-21	5.49668e-22	1.47492e-23	8.41183e-23	2.60374e-25	2.00689e-14	8.90033e-21	1.30657e-13	1.93955e-19	3.25057e-09	3.82514e-14	6.28936e-18	1.00013e-13	3.49274e-09	8.34113e-17	1.73129e-15	1.81965e-19	1.2239e-22	1.48873e-24	1.99948e-16	1.78394e-15	4.41367e-14	3.57043e-18	1.7769e-14	7.81454e-24	3.13452e-19	3.61478e-12	6.39473e-21	1.17608e-21	7.33439e-14	1.83357e-22	1.30006e-22	3.21882e-23	1.00272e-11	1.24587e-18	1.64392e-19
